BPLC_NM,BZSTAT_SE_NM,CLSBIZ_YMD,CRD_INFO_X,CRD_INFO_Y,DAT_UPDT_PNT,DAT_UPDT_SE,DTL_SALS_STTS_CD,DTL_SALS_STTS_NM,LAST_MDFCN_PNT,LCPMT_RTRCN_YMD,LCPMT_YMD,LCTN_AREA,LCTN_ZIP,LOTNO_ADDR,MNG_NO,OPN_ATMY_GRP_CD,ROAD_NM_ADDR,ROAD_NM_ZIP,ROBIZ_YMD,SALS_STTS_CD,SALS_STTS_NM,STOR_SE_NM,TCBIZ_BGNG_YMD,TCBIZ_END_YMD,TELNO
(주)이마트에브리데이 신원당점,구분없음,,185439.519310023,461265.376605749,2025-12-15 16:15:28,I,1,정상영업,2024-07-19 15:55:53,,2023-03-29,643.63,,경기도 고양시 덕양구 성사동 726,2023394038807500001,3940000,"경기도 고양시 덕양구 고양대로1384번길 6, 지하층 1~3호 (성사동)",10468,,01,영업/정상,준대규모점포,,,031-994-0274
브리티시 고덕,그 밖의 대규모점포,,203709.243236458,393590.810761107,2025-12-15 16:15:28,I,1,정상영업,2024-12-04 10:29:43,,2023-03-28,31268.84,,경기도 평택시 고덕동 2618-3 힐스테이트고덕센트럴,2023391041807500001,3910000,"경기도 평택시 고덕국제대로 77 (고덕동, 힐스테이트고덕센트럴)",18018,,01,영업/정상,대규모점포,,,031-8065-5947
GS THE FRESH 동대문장안점,구분없음,,206341.538776724,452530.018811546,2025-12-15 16:15:28,I,1,정상영업,2025-04-14 18:21:53,,2023-03-14,307.23,,서울특별시 동대문구 장안동 310-8 희헌빌딩,2023305021007500002,3050000,"서울특별시 동대문구 장한로28가길 45, 희헌빌딩 (장안동)",02523,,01,영업/정상,준대규모점포,,,02-2006-2364
GS THE FRESH 춘천온의점,구분없음,,262227.458407332,485293.745684132,2026-05-10 21:30:41,I,1,정상영업,2025-04-18 13:53:14,,2023-03-02,253.62,,강원특별자치도 춘천시 온의동 593,2023418039207500001,4181000,"강원특별자치도 춘천시 스포츠타운길 459, 춘천센트럴파크플라자 (온의동)",24428,,01,영업/정상,준대규모점포,,,02-2006-2747
스타오씨엘 에비뉴I,그 밖의 대규모점포,,169123.759948513,437732.772860437,2026-03-26 22:48:22,I,1,정상영업,2023-10-31 11:00:15,,2023-02-27,17282.8,,인천광역시 미추홀구 학익동 580-1,2023351057907500001,3510500,인천광역시 미추홀구 독배로 230(학익동),22205,,01,영업/정상,대규모점포,,,032-830-2512
GS THE FRESH 송파하비오점,구분없음,,210868.397496689,442053.227933005,2025-12-15 16:15:28,I,1,정상영업,2025-05-08 11:20:10,,2023-02-27,444.37,,서울특별시 송파구 문정동 618 파크하비오,2023323029107500002,3230000,"서울특별시 송파구 송파대로 111, 하비오길동 제1층 호텔로 202동 (문정동, 파크하비오)",05837,,01,영업/정상,준대규모점포,,,02-2006-2747
지에스더프레시(GS THE FRESH) 수원매교역점,구분없음,,201559.53418689,418602.288236093,2026-03-11 01:45:42,I,1,정상영업,2025-05-01 17:04:38,,2023-02-23,170,,경기도 수원시 팔달구 매교동 209-14,2023374039007500001,3740000,경기도 수원시 팔달구 인계로 20(매교동),16469,,01,영업/정상,준대규모점포,,,02-2006-2678
GS THE FRESH 송파시그니처점,구분없음,,213149.522764117,443705.473072412,2025-12-15 16:15:28,I,1,정상영업,2025-05-08 11:15:05,,2023-02-01,164.83,,서울특별시 송파구 거여동 202-180 송파시그니처롯데캐슬,2023323029107500001,3230000,"서울특별시 송파구 거마로 56(거여동, 송파시그니처롯데캐슬)",05767,,01,영업/정상,준대규모점포,,,02-2006-2747
(주)이마트에브리데이 가양역점,구분없음,,186966.036176588,451047.287263879,2025-12-15 16:15:28,I,1,정상영업,2025-09-25 12:40:37,,2023-01-27,876,,서울특별시 강서구 등촌동 73-1 금부빌딩,2023315020007500001,3150000,"서울특별시 강서구 양천로 476, 금부빌딩 (등촌동)",07575,,01,영업/정상,준대규모점포,,,02-380-5060
코스트코 홀세일 청라점,대형마트,,,,2026-07-01 13:36:35,I,1,정상영업,2024-09-24 09:55:01,,2023-01-12,13476.89,,인천광역시 서해구 청라동 12-2 (투자유치용지 5-1블록),2023356022207500001,3561000,,,,01,영업/정상,대규모점포,,,02-2630-2671
이지바이 봉담,대형마트,,,,2026-02-01 10:52:12,I,1,정상영업,2025-09-04 13:27:11,,2023-01-09,5850.02,,경기도 화성시 효행구 봉담읍 상리 691,2023553047907500001,5530000,,,,01,영업/정상,대규모점포,,,
다산역 데시앙 상업시설,그 밖의 대규모점포,,213465.986919386,458131.768703582,2025-12-15 16:15:28,I,5,영업개시전,2023-02-02 13:34:34,,2022-12-29,13474,,경기도 남양주시 다산동 6056,2022399046507500001,3990000,,,,01,영업/정상,대규모점포,,,
GS THE FRESH 용호빌리브점,그 밖의 대규모점포,2025-02-11,392463.221261721,183403.499935071,2026-05-06 22:35:19,I,3,폐업처리,2025-02-11 17:42:10,,2022-12-21,248.78,,부산광역시 남구 용호동 958 빌리브센트로 A동 133~1호,2022331011907500003,3310000,"부산광역시 남구 분포로 61, 빌리브센트로 A동 133~139호 (용호동)",48515,,03,폐업,준대규모점포,,,02-2006-2364
GS THE FRESH 부산송도점,그 밖의 대규모점포,,384495.066651637,177326.029548321,2026-05-07 22:30:26,I,5,영업개시전,2022-12-16 10:58:36,,2022-12-15,264.4,,부산광역시 서구 암남동 123-15 송도힐스테이트이진베이시티아파트,2022326010707500002,3260000,"부산광역시 서구 송도해변로 192, 판매시설동 1층 122~127호 (암남동, 송도힐스테이트이진베이시티아파트)",49264,,01,영업/정상,준대규모점포,,,
GS THE FRESH 부산송도점,복합쇼핑몰,,384495.066651637,177326.029548321,2026-05-07 22:30:26,I,1,정상영업,2025-04-16 11:07:46,,2022-12-15,264.4,,부산광역시 서구 암남동 123-15 송도힐스테이트이진베이시티아파트,2022326010707500001,3260000,"부산광역시 서구 송도해변로 192, 판매시설동 1층 122~127호 (암남동, 송도힐스테이트이진베이시티아파트)",49264,,01,영업/정상,준대규모점포,,,
포레나당산동역세권청년주택 상업시설,그 밖의 대규모점포,,,,2026-05-11 22:40:07,I,1,정상영업,2024-01-08 09:44:36,,2022-12-14,5824.25,,서울특별시 영등포구 당산동2가 165 한화포레나당산,2022318023907500001,3180000,"서울특별시 영등포구 당산로 83 (당산동2가, 한화포레나당산)",07264,,01,영업/정상,대규모점포,,,02-585-0580
GS THE FRESH 부산 온천점,구분없음,,389379.732040766,192728.27862739,2025-12-15 16:15:28,I,1,정상영업,2025-05-02 17:37:44,,2022-12-02,280.99,,부산광역시 동래구 온천동 453-9,2022330011007500003,3300000,부산광역시 동래구 차밭골로 6-5 (온천동),47711,,01,영업/정상,준대규모점포,,,051-553-3130
GS THE FRESH 동래래미안점,구분없음,,388329.679488559,192204.837726355,2025-12-15 16:15:28,I,1,정상영업,2025-05-02 17:38:51,,2022-12-02,308.79,,부산광역시 동래구 온천동 1853 동래 래미안 아이파크,2022330011007500002,3300000,"부산광역시 동래구 금정마을로 150, 1층 (온천동, 동래 래미안 아이파크)",47719,,01,영업/정상,준대규모점포,,,051-555-1789
GS THE FRESH 세종대평점,복합쇼핑몰,2025-08-27,225249.365054833,330129.16710604,2026-03-26 22:01:15,I,3,폐업처리,2025-08-27 14:22:02,,2022-11-22,250,,세종특별자치시 대평동 704 해들마을4단지,2022569029207500001,5690000,"세종특별자치시 대평로 34, 제1상가동 1층 105~111호 (대평동, 해들마을4단지)",30153,,03,폐업,준대규모점포,,,044-868-4981
롯데프레시 음성금왕점,그 밖의 대규모점포,,,,2026-03-26 22:48:24,I,1,정상영업,2024-08-01 11:18:22,,2022-10-25,994.44,,충청북도 음성군 금왕읍 무극리 124-2,2022447010207500001,4470000,충청북도 음성군 금왕읍 무극로 329,27628,,01,영업/정상,준대규모점포,,,043-882-8780
GS THE FRESH 산본프라자점,구분없음,,193696.742392293,429245.936418065,2025-12-15 16:15:28,I,1,정상영업,2025-04-11 10:53:08,,2022-10-05,347.54,,경기도 군포시 산본동 1099-2 대림프라자 111호,2022402022707500001,4020000,"경기도 군포시 산본로 394, 대림프라자 1층 111호 (산본동)",15818,,01,영업/정상,준대규모점포,2023-09-01,2024-08-31,031-393-4479
홈플러스 익스프레스 오목교점,구분없음,,188565.074701959,446750.881633578,2026-03-02 22:18:10,U,1,정상영업,2026-03-01 12:00:27,,2022-10-04,254.4,,서울특별시 양천구 신정동 86-1,2022314016707500002,3140000,서울특별시 양천구 목동동로 196(신정동),08010,,01,영업/정상,준대규모점포,,,02-3459-8016
GS THE FRESH 압구정점,구분없음,,203069.441212025,447391.130408384,2025-12-15 16:15:28,I,1,정상영업,2025-05-07 14:16:25,,2022-09-15,198,,서울특별시 강남구 신사동 638-6,2022322024907500002,3220000,"서울특별시 강남구 압구정로 312, 1층 (신사동)",06017,,01,영업/정상,준대규모점포,,,02-2006-2678
춘천 센트럴타워 푸르지오 프리미엄몰,그 밖의 대규모점포,,263345.431242431,485397.525389929,2026-05-10 21:30:41,I,1,정상영업,2024-05-08 10:13:07,,2022-08-31,25063.95,,강원특별자치도 춘천시 온의동 575 춘천 센트럴타워 푸르지오,2022418034907500001,4181000,"강원특별자치도 춘천시 방송길 77(온의동, 춘천 센트럴타워 푸르지오)",24363,,01,영업/정상,대규모점포,,,033-269-0100
GS THE FRESH 울산남부점,구분없음,,410092.792084604,227185.614073557,2025-12-15 16:15:28,I,5,영업개시전,2022-09-03 12:02:51,,2022-08-29,376.3,,"울산광역시 남구 야음동 878 롯데캐슬골드 중앙상가동 B101, B102호",2022370016007500002,3700000,"울산광역시 남구 신선로 45, B101, B102호 (야음동, 롯데캐슬1단지아파트)",44747,,01,영업/정상,준대규모점포,,,02-2006-2364
GS THE FRESH 울산야음점,구분없음,,410092.792084604,227185.614073557,2025-12-15 16:15:28,I,1,정상영업,2025-04-28 07:58:09,,2022-08-29,376.3,,울산광역시 남구 야음동 878 롯데캐슬1단지아파트,2022370016007500001,3700000,"울산광역시 남구 신선로 45, 중앙상가동 B101, B102호 (야음동, 롯데캐슬1단지아파트)",44747,,01,영업/정상,준대규모점포,,,02-2006-2422
이마트에브리데이 남가좌점,구분없음,,192482.416512858,452143.491541077,2026-05-06 22:37:16,I,1,정상영업,2024-08-22 17:54:40,,2022-08-16,1133.21,,서울특별시 서대문구 남가좌동 286-1 DMC금호리첸시아,2022312019207500002,3120000,"서울특별시 서대문구 수색로2길 39(남가좌동, DMC금호리첸시아)",03712,,01,영업/정상,준대규모점포,,,02-380-5124
(주)이마트에브리데이 고양덕이점,구분없음,,178440.320567802,466401.449064464,2025-12-15 16:15:28,I,1,정상영업,2024-07-19 16:29:41,,2022-08-10,1111.32,,경기도 고양시 일산서구 덕이동 373-21,2022394038807500001,3940000,"경기도 고양시 일산서구 하이파크2로 65, 1층 (덕이동)",10231,,01,영업/정상,준대규모점포,,,02-380-5042
GS THE FRESH 용산이촌점,구분없음,,197221.439324261,446524.508385914,2026-05-06 22:48:30,I,1,정상영업,2025-04-18 09:45:23,,2022-08-08,321.65,,서울특별시 용산구 이촌동 302-52 LG프라자,2022302015007500003,3020000,"서울특별시 용산구 이촌로 200, LG프라자 지하1층 (이촌동)",04427,,01,영업/정상,준대규모점포,,,02-2006-2364
GS THE FRESH 월성삼정점,구분없음,,337668.155531145,259973.032583626,2025-12-15 16:15:28,I,1,정상영업,2025-05-29 11:17:57,,2022-08-04,216.17,,대구광역시 달서구 월성동 682 월성 삼정그린코아 에듀파크,2022347018107500001,3470000,"대구광역시 달서구 월성로 100, 501동 107,108,109,110호 (월성동, 월성 삼정그린코아 에듀파크)",42751,,01,영업/정상,준대규모점포,,,02-2006-2364
(주)이마트에브리데이 무안오룡점,구분없음,,152708.510181542,145282.092944752,2026-07-14 11:38:15,I,1,정상영업,2023-03-13 17:02:31,,2022-07-25,0,,전남광주통합특별시 무안군 일로읍 오룡리 97,2022495014307500001,5880000,"전남광주통합특별시 무안군 일로읍 오남로1길 9-3, 101~111호",58581,,01,영업/정상,준대규모점포,,,061-876-8008
노량진 드림스퀘어,그 밖의 대규모점포,,194571.152376388,445790.549860682,2026-05-03 22:37:51,U,1,정상영업,2025-12-03 09:26:46,,2022-07-22,8995.84,,서울특별시 동작구 노량진동 16-1 노량진 드림스퀘어 복합빌딩,2022319021607500001,3190000,"서울특별시 동작구 노들로2길 7, 노량진 드림스퀘어 복합빌딩 (노량진동)",06900,,01,영업/정상,대규모점포,,,02-792-0653
지에스더프레시(GS The Fresh) 수원팔달점,구분없음,,201012.391062735,418409.370803645,2026-03-11 01:45:42,I,1,정상영업,2025-05-01 17:05:55,,2022-07-18,243.3,,경기도 수원시 팔달구 매교동 292 힐스테이트 푸르지오 수원,2022374039007500002,3740000,"경기도 수원시 팔달구 효원로93번길 33, 상가1동 101~104호 (매교동, 힐스테이트 푸르지오 수원)",16464,,01,영업/정상,준대규모점포,,,031-231-2428
GS THE FRESH 광진구의점,구분없음,,207400.608063491,448930.683211743,2025-12-15 16:15:28,I,1,정상영업,2025-04-14 13:33:12,,2022-07-13,203.28,,서울특별시 광진구 구의동 236-53 광진 더프레236,2022304019007500001,3040000,"서울특별시 광진구 자양로 168, 102호 (구의동, 광진 더프레236)",05038,,01,영업/정상,준대규모점포,,,02-2006-2364
김천농협 로컬푸드복합문화센터,구분없음,,298334.598256549,292267.789841371,2026-05-05 22:00:12,I,1,정상영업,2025-09-16 17:12:17,,2022-07-12,772.72,,경상북도 김천시 부곡동 874-12,2022506030707500001,5060000,경상북도 김천시 부곡길 91(부곡동),39629,,01,영업/정상,준대규모점포,,,054-420-2300
청량리역 한양수자인 그라시엘 판매시설,그 밖의 대규모점포,,203728.022004023,452778.965235022,2025-12-15 16:15:28,I,1,정상영업,2023-06-29 10:04:00,,2022-07-11,22487.6,,서울특별시 동대문구 용두동 39-1 청량리역한양수자인그라시엘,2022305014007500001,3050000,"서울특별시 동대문구 고산자로32길 78 (용두동, 청량리역한양수자인그라시엘)",02561,,01,영업/정상,대규모점포,,,02-721-8286
(주)서원유통 탑마트 사천점,복합쇼핑몰,,299058.889772556,176135.018080545,2026-05-08 22:02:24,I,1,정상영업,2025-04-28 14:18:50,,2022-07-05,0,,경상남도 사천시 정동면 고읍리 438-5 서원유통(주)탑마트사천점,2022534021407500002,5340000,"경상남도 사천시 정동면 옥산로 38, 서원유통(주)탑마트사천점",52521,,01,영업/정상,준대규모점포,,,055-852-5988
GS THE FRESH 경성부경대점,그 밖의 대규모점포,,391533.252838371,183948.441976479,2026-05-06 22:35:19,I,1,정상영업,2025-05-08 10:48:17,,2022-06-30,327.93,,부산광역시 남구 대연동 52-8 1층,2022331011907500002,3310000,"부산광역시 남구 수영로322번길 33, 1층 (대연동)",48512,,01,영업/정상,준대규모점포,,,051-624-1107
나진전자월드상가,전문점,,196697.031086973,447931.108267379,2026-05-06 22:48:30,I,1,정상영업,2022-06-29 10:52:49,,2022-06-29,9879.92,,서울특별시 용산구 한강로3가 1-1 나진상가,2022302015007500002,3020000,"서울특별시 용산구 청파로 109, 나진상가 14동 (한강로3가)",04370,,01,영업/정상,대규모점포,,,02-3670-0801
GS THE FRESH 무악현대점,구분없음,,196467.975088253,452566.134030104,2026-05-06 22:48:30,I,1,정상영업,2025-04-25 11:24:51,,2022-06-28,297,,서울특별시 종로구 무악동 82 무악현대아파트,2022300020207500001,3000000,"서울특별시 종로구 통일로 246-10, 무악현대아파트 지하 1층 (무악동)",03025,,01,영업/정상,준대규모점포,,,02-2006-2678
(주)이마트에브리데이 인천sk리더스뷰점,구분없음,,,,2026-07-01 13:36:35,I,1,정상영업,2024-08-06 15:44:58,,2022-05-17,476,,인천광역시 서해구 가정동 0 루원시티 SK Leaders' VIEW,2022356022207500001,3561000,"인천광역시 서해구 가정로 437, 303동 지하2층 B242~B250호 (가정동, 루원시티 SK Leaders' VIEW)",22775,,01,영업/정상,준대규모점포,,,02-380-5042
GS THE FRESH 광명철산점,구분없음,,188145.916679287,441940.56958837,2025-12-15 16:15:28,I,1,정상영업,2025-08-20 09:11:35,,2022-05-11,234.98,,경기도 광명시 철산동 233,2022390030907500001,3900000,"경기도 광명시 시청로 50, 상가 B동 1층 101~103호 (철산동)",14233,,01,영업/정상,준대규모점포,,,
GS THE FRESH 부산용호점,그 밖의 대규모점포,,392336.824825275,183544.386230822,2026-05-06 22:35:19,I,1,정상영업,2025-05-20 14:56:18,,2022-05-11,557.8,,"부산광역시 남구 용호동 197 GS하이츠자이 401동 113, 호",2022331011907500001,3310000,"부산광역시 남구 신선로 566, 401동 113, 114호 (용호동, GS하이츠자이)",48515,,01,영업/정상,준대규모점포,,,051-625-6501
롯데슈핑(주)롯데슈퍼 삼천포점,그 밖의 대규모점포,,299165.438921971,160901.717285061,2026-05-08 22:02:24,I,1,정상영업,2023-06-22 19:48:15,,2022-05-10,693,,경상남도 사천시 벌리동 270-3 롯데슈퍼,2022534021407500001,5340000,"경상남도 사천시 주공로 41, 롯데슈퍼 (벌리동)",52551,,01,영업/정상,준대규모점포,,,055-835-8062
롯데쇼핑(주)롯데슈퍼 봉선점,구분없음,2024-01-01,192086.725915166,180784.787884665,2026-07-14 11:38:15,I,3,폐업처리,2024-01-04 08:36:00,,2022-05-02,1872.1,,전남광주통합특별시 남구 봉선동 161 롯데 슈퍼 센터,2022361023507500001,5815000,"전남광주통합특별시 남구 유안초등북길 1, 롯데 슈퍼 센터 (봉선동)",61675,,03,폐업,준대규모점포,,,062-654-0077
